Name,Titel,Anmerkungen,Reihe,Personen,Erscheinungsort: Verlag,Erscheinungsjahr,Auflage,Verlag,Address,Description,URL_WorldCat,Inhalt,TimeStamp,fshop,isoLand,iso2Sprache,Latitude,Longitude,WorldCat_ID,WorldCat_Link
Märchen und Erzählungen.,Märchen und Erzählungen.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Berlin: Neues Leben,©1988,,Neues Leben,Berlin,<b>Märchen und Erzählungen.</b><br>Berlin: Neues Leben ©1988. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/800010827" target="_blank">(OCoLC)800010827</a>,,1988,a2a,DEU,ger,52.516666666667,13.383333333333,(OCoLC)800010827,http://www.worldcat.org/oclc/800010827
Märchen und Erzählungen.,Märchen und Erzählungen.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Stuttgart: Parkland-Verl.,1988,,Parkland-Verl.,Stuttgart,<b>Märchen und Erzählungen.</b><br>Stuttgart: Parkland-Verl. 1988. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/75039575" target="_blank">(OCoLC)75039575</a>,,1988,a2a,DEU,ger,48.7775,9.18,(OCoLC)75039575,http://www.worldcat.org/oclc/75039575
Mastro Martino bottaio. Lo schiaccianoci.,Mastro Martino bottaio. Lo schiaccianoci.,E.T.A. Hoffmann.,Scuola - letture; 3,Hoffmann&comma;E.T.A.,Cinisello Balsamo: Edizioni Paoline,1988,,Edizioni Paoline,Cinisello Balsamo,<b>Mastro Martino bottaio.</b> Lo schiaccianoci.<br>Cinisello Balsamo: Edizioni Paoline 1988. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/797150398" target="_blank">(OCoLC)797150398</a>,,1988,MM,ITA,ita,45.55,9.2166666666667,(OCoLC)797150398,http://www.worldcat.org/oclc/797150398
Meister Martin der Küfner und seine Gesellen. Historische Novelle.,Meister Martin der Küfner und seine Gesellen. Historische Novelle.,E.T.A. Hoffmann ; mit 22 Federzeichn. von Josef Hegenbarth.,,Hoffmann&comma;E.T.A.; Hegenbarth&comma;Josef,Hanau: Dausien,[ca. 1988],,Dausien,Hanau,<b>Meister Martin der Küfner und seine Gesellen.</b> Historische Novelle.<br>Hanau: Dausien [ca. 1988]. Hoffmann&comma;E.T.A.; Hegenbarth&comma;Josef.,<a href="http://www.worldcat.org/oclc/313045988" target="_blank">(OCoLC)313045988</a>,,1988,MM,DEU,ger,50.132777777777775,8.916944444444445,(OCoLC)313045988,http://www.worldcat.org/oclc/313045988
Meister Martin der Küfner und seine Gesellen. Historische Novelle.,Meister Martin der Küfner und seine Gesellen. Historische Novelle.,E.T.A. Hoffmann ; mit 22 Federzeichn. von Josef Hegenbarth.,,Hoffmann&comma;E.T.A.; Hegenbarth&comma;Josef; Hoffmann&comma;E.T.A.,Leipzig: Dt. Zentralbücherei für Blinde,[1988],Nachdr. d. 1. Aufl. Berlin&comma;Verl. d. Nation&comma;1979,Dt. Zentralbücherei für Blinde,Leipzig,<b>Meister Martin der Küfner und seine Gesellen.</b> Historische Novelle.<br>Leipzig: Dt. Zentralbücherei für Blinde [1988]. Nachdr. d. 1. Aufl. Berlin&comma;Verl. d. Nation&comma;1979 Hoffmann&comma;E.T.A.; Hegenbarth&comma;Josef; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/75170873" target="_blank">(OCoLC)75170873</a>,,1988,MM,DEU,ger,51.34,12.375,(OCoLC)75170873,http://www.worldcat.org/oclc/75170873
Nötknäpparen.,Nötknäpparen.,E.T.A. Hoffman ; illustrerad av Lisbeth Zwerger ; återberättad av Anthea Bell ; svensk text av Gun-Britt Sundström.,,Zwerger&comma;Lisbeth; Hoffmann&comma;E.T.A.; Bell&comma;Anthea; et al.,Stockholm: Rabén & Sjögren,[1988] ;,,Rabén & Sjögren,Stockholm,<b>Nötknäpparen.</b><br>Stockholm: Rabén & Sjögren [1988] ;. Zwerger&comma;Lisbeth; Hoffmann&comma;E.T.A.; Bell&comma;Anthea; et al.,<a href="http://www.worldcat.org/oclc/186528579" target="_blank">(OCoLC)186528579</a>,,1988,NM,SWE,swe,59.329444444444,18.068611111111,(OCoLC)186528579,http://www.worldcat.org/oclc/186528579
Nußknacker und Mausekönig. [&quot;Kurzfassung&quot;].,Nußknacker und Mausekönig. [&quot;Kurzfassung&quot;].,E.T.A. Hoffmann. [Ill.:] Lisbeth Zwerger.,Bilderbuchstudio,Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth,Salzburg&comma;München: Neugebauer,1988,2. dt. Aufl.,Neugebauer,Salzburg&comma;München,<b>Nußknacker und Mausekönig.</b> [&quot;Kurzfassung&quot;].<br>Salzburg&comma;München: Neugebauer 1988. 2. dt. Aufl. Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth.,<a href="http://www.worldcat.org/oclc/631827116" target="_blank">(OCoLC)631827116</a>,,1988,NM,AUT,ger,47.7972,13.04768,(OCoLC)631827116,http://www.worldcat.org/oclc/631827116
Nutcracker.,Nutcracker.,Translated by Ralph Manheim.,,Hoffmann&comma;E.T.A.,New York: Crown,©1988,,Crown,New York,<b>Nutcracker.</b><br>New York: Crown ©1988. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/53279552" target="_blank">(OCoLC)53279552</a>,,1988,NM,USA,eng,40.7,-74,(OCoLC)53279552,http://www.worldcat.org/oclc/53279552
Nøddeknækkeren.,Nøddeknækkeren.,Koreografi: Flemming Flindt ; efter E.T.A. Hoffmannseventyr.,,Flindt&comma;Flemming; Hoffmann&comma;E.T.A.,Copenhagen: Det Kongelige Teater,1988,,Det Kongelige Teater,Copenhagen,<b>Nøddeknækkeren.</b><br>Copenhagen: Det Kongelige Teater 1988. Flindt&comma;Flemming; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/488971367" target="_blank">(OCoLC)488971367</a>,,1988,NM,DNK,dan,55.676111111111,12.568888888889,(OCoLC)488971367,http://www.worldcat.org/oclc/488971367
O Chartopaíktēs.,O Chartopaíktēs.,E.T.A. Hoffmann Metáphrasē : K.G. Karyōtákēs.,Chóphman / Karyṓtakēs; 3,Hoffmann&comma;E.T.A.; Karyōtakēs&comma;Kōstas G.,Athēna: 'Exantas,1988,,'Exantas,Athēna,<b>O Chartopaíktēs.</b><br>Athēna: 'Exantas 1988. Hoffmann&comma;E.T.A.; Karyōtakēs&comma;Kōstas G.,<a href="http://www.worldcat.org/oclc/742222229" target="_blank">(OCoLC)742222229</a>,,1988,SG,GRC,gre,37.98416666666667,23.728055555555557,(OCoLC)742222229,http://www.worldcat.org/oclc/742222229
Racconti.,Racconti.,E.T.A. Hoffmann ; introduzione di Gemma Sartori ; traduzione di Barbara Allason e Gemma Sartori.,I tascabili degli Editori associati; 8,Hoffmann&comma;E.T.A.,Milano: Editori associati,1988,2. ed.,Editori associati,Milano,<b>Racconti.</b><br>Milano: Editori associati 1988. 2. ed. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/797822065" target="_blank">(OCoLC)797822065</a>,Contiene: Il maggiorasco ; Il mago Sabbiolino ; Il consigliere Krespel ; Fantasmi ; La scelta della fidanzata ; Maestro Pulce.,1988,a2a,ITA,ita,45.466944444444,9.19,(OCoLC)797822065,http://www.worldcat.org/oclc/797822065
Sämtliche Werke. 2&comma;2 ; Die Elixiere des Teufels&comma;Werke 1814-1816.,Sämtliche Werke. 2&comma;2 ; Die Elixiere des Teufels&comma;Werke 1814-1816.,E.T.A. Hoffmann ; hrsg. von Hartmut Steinecke&comma;unter Mitarbeit von Gerhard Allroggen.,Bibliothek deutscher Klassiker; 37,Hoffmann&comma;E.T.A.; Steinecke&comma;Hartmut; Allroggen&comma;Gerhard,Frankfurt am Main: Deutscher Klassiker Verl.,1988,,Deutscher Klassiker Verl.,Frankfurt am Main,<b>Sämtliche Werke.</b> 2&comma;2 ; Die Elixiere des Teufels&comma;Werke 1814-1816.<br>Frankfurt am Main: Deutscher Klassiker Verl. 1988. Hoffmann&comma;E.T.A.; Steinecke&comma;Hartmut; Allroggen&comma;Gerhard.,<a href="http://www.worldcat.org/oclc/493652838" target="_blank">(OCoLC)493652838</a>,,1988,a1,DEU,ger,50.113611111111,8.6797222222222,(OCoLC)493652838,http://www.worldcat.org/oclc/493652838
Sämtliche Werke in drei Bänden. 1.,Sämtliche Werke in drei Bänden. 1.,E.T.A. Hoffmann. Hrsg. u. erl. von Rainer Schönhaar ...,,Hoffmann&comma;E.T.A.,Essen: Phaidon-Verl.,[ca. 1988],,Phaidon-Verl.,Essen,<b>Sämtliche Werke in drei Bänden.</b> 1.<br>Essen: Phaidon-Verl. [ca. 1988]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/614170525" target="_blank">(OCoLC)614170525</a>,,1988,a1,DEU,ger,51.450833333333,7.0130555555556,(OCoLC)614170525,http://www.worldcat.org/oclc/614170525
Sämtliche Werke in drei Bänden. 2.,Sämtliche Werke in drei Bänden. 2.,E.T.A. Hoffmann. Hrsg. u. erl. von Rainer Schönhaar ...,,Hoffmann&comma;E.T.A.,Essen: Phaidon-Verl.,[ca. 1988],,Phaidon-Verl.,Essen,<b>Sämtliche Werke in drei Bänden.</b> 2.<br>Essen: Phaidon-Verl. [ca. 1988]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/614174532" target="_blank">(OCoLC)614174532</a>,,1988,a1,DEU,ger,51.450833333333,7.0130555555556,(OCoLC)614174532,http://www.worldcat.org/oclc/614174532
Sämtliche Werke in drei Bänden. 3.,Sämtliche Werke in drei Bänden. 3.,E.T.A. Hoffmann. Hrsg. u. erl. von Rainer Schönhaar ...,,Hoffmann&comma;E.T.A.,Essen: Phaidon-Verl.,[ca. 1988],,Phaidon-Verl.,Essen,<b>Sämtliche Werke in drei Bänden.</b> 3.<br>Essen: Phaidon-Verl. [ca. 1988]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/614176154" target="_blank">(OCoLC)614176154</a>,,1988,a1,DEU,ger,51.450833333333,7.0130555555556,(OCoLC)614176154,http://www.worldcat.org/oclc/614176154
Schriften zur Musik. Singspiele.,Schriften zur Musik. Singspiele.,E.T.A. Hoffmann.,Gesammelte Werke in Einzelausgaben / E. T. A. Hoffmann; Bd. 9,Hoffmann&comma;E.T.A.,Berlin: Aufbau-Verlag,1988,,Aufbau-Verlag,Berlin,<b>Schriften zur Musik.</b> Singspiele.<br>Berlin: Aufbau-Verlag 1988. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/836758907" target="_blank">(OCoLC)836758907</a>,,1988,M,DEU,ger,52.516666666667,13.383333333333,(OCoLC)836758907,http://www.worldcat.org/oclc/836758907
Signor Formica.,Signor Formica.,E.T.A. Hoffmann ; prólogo y traducción de Carmen Bravo Villasante.,Hesperus; 6,Hoffmann&comma;E.T.A. (Ernst Theodor Amadeus); Bravo-Villasante&comma;Carmen,Barcelona: José J. de Olañeta,1988,,José J. de Olañeta,Barcelona,<b>Signor Formica.</b><br>Barcelona: José J. de Olañeta 1988. Hoffmann&comma;E.T.A. (Ernst Theodor Amadeus); Bravo-Villasante&comma;Carmen.,<a href="http://www.worldcat.org/oclc/56918601" target="_blank">(OCoLC)56918601</a>,,1988,SF,ESP,spa,41.3825,2.1769444444444,(OCoLC)56918601,http://www.worldcat.org/oclc/56918601
The nutcracker.,The nutcracker.,Retold by Sarina Simon ; illustrated by Mary Ann Fraser.,,Simon&comma;Sarina; Hoffmann&comma;E.T.A.,New York: Chex Books,©1988,,Chex Books,New York,<b>The nutcracker.</b><br>New York: Chex Books ©1988. Simon&comma;Sarina; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/20098706" target="_blank">(OCoLC)20098706</a>,,1988,NM,USA,eng,40.7,-74,(OCoLC)20098706,http://www.worldcat.org/oclc/20098706
The nutcracker.,The nutcracker.,E.T .A. Hoffmann ; adapted by Janet Schulman ; illustrated by Kay Chorao.,,Schulman&comma;Janet; Chorao&comma;Kay; Hoffmann&comma;E.T.A.,New York: Knopf,1988&comma;©1979,,Knopf,New York,<b>The nutcracker.</b><br>New York: Knopf 1988&comma;©1979. Schulman&comma;Janet; Chorao&comma;Kay; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/18758804" target="_blank">(OCoLC)18758804</a>,,1988,NM,USA,eng,40.7,-74,(OCoLC)18758804,http://www.worldcat.org/oclc/18758804
Vampirismo. El magnetizador; La aventura de la noche de San Silvestre.,Vampirismo. El magnetizador; La aventura de la noche de San Silvestre.,E.T.A. Hoffmann.,Erase una vez : Biblioteca de cuentos maravillosos; 4,Hoffmann&comma;E.T.A.; Bravo-Villasante&comma;Carmen,Barcelona: Olañeta,1988,,Olañeta,Barcelona,<b>Vampirismo.</b> El magnetizador; La aventura de la noche de San Silvestre.<br>Barcelona: Olañeta 1988. Hoffmann&comma;E.T.A.; Bravo-Villasante&comma;Carmen.,<a href="http://www.worldcat.org/oclc/742602064" target="_blank">(OCoLC)742602064</a>,,1988,a2a,ESP,spa,41.3825,2.1769444444444,(OCoLC)742602064,http://www.worldcat.org/oclc/742602064
Vampirismo. Seguido de El magnetizador; y La aventura de la noche de San Silvestre.,Vampirismo. Seguido de El magnetizador; y La aventura de la noche de San Silvestre.,E.T.A. Hoffmann; traducción&comma;Carmen Bravo-Villasante.,Érase una vez-- biblioteca de cuentos maravillosos 4,Hoffmann&comma;E.T.A.; Bravo-Villasante&comma;Carmen,Palma de Mallorca: José J. de Olañeta,D.L. 1988,,José J. de Olañeta,Palma de Mallorca,<b>Vampirismo.</b> Seguido de El magnetizador; y La aventura de la noche de San Silvestre.<br>Palma de Mallorca: José J. de Olañeta D.L. 1988. Hoffmann&comma;E.T.A.; Bravo-Villasante&comma;Carmen.,<a href="http://www.worldcat.org/oclc/434288692" target="_blank">(OCoLC)434288692</a>,,1988,a2a,ESP,spa,39.566666666667,2.6497222222222,(OCoLC)434288692,http://www.worldcat.org/oclc/434288692
Werke und Schriften. 2 ; ...,Werke und Schriften. 2 ; ...,E.T.A. Hoffmann.,Klassiker-Bibliothek,Hoffmann&comma;E.T.A.,Essen: Phaidon,[1988],,Phaidon,Essen,<b>Werke und Schriften.</b> 2 ; ....<br>Essen: Phaidon [1988]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/833583876" target="_blank">(OCoLC)833583876</a>,,1988,a2a,DEU,ger,51.450833333333,7.0130555555556,(OCoLC)833583876,http://www.worldcat.org/oclc/833583876
Werke und Schriften. 3 ; [...].,Werke und Schriften. 3 ; [...].,E.T.A. Hoffmann.,Klassiker-Bibliothek,Hoffmann&comma;E.T.A.,Essen: Phaidon,[1988],,Phaidon,Essen,<b>Werke und Schriften.</b> 3 ; [...].<br>Essen: Phaidon [1988]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/833583881" target="_blank">(OCoLC)833583881</a>,,1988,a2a,DEU,ger,51.450833333333,7.0130555555556,(OCoLC)833583881,http://www.worldcat.org/oclc/833583881
セラーピオン朋友会員物語. Serāpion hōyū kaiin monogatari. 2. 2.,セラーピオン朋友会員物語. Serāpion hōyū kaiin monogatari. 2. 2.,E・T・A・ホフマン著 ; 深田甫訳.,Hofuman zenshū; 4-2,Hoffmann&comma;E.T.A. (Ernst Theodor Amadeus); Fukada&comma;Hajime,Tōkyō: Sōdosha,1988,,Sōdosha,Tōkyō,<b>セラーピオン朋友会員物語.</b> 2.<br>Tōkyō: Sōdosha 1988. Hoffmann&comma;E.T.A. (Ernst Theodor Amadeus); Fukada&comma;Hajime.,<a href="http://www.worldcat.org/oclc/834683395" target="_blank">(OCoLC)834683395</a>,,1988,SB,JPN,jpn,35.689722222222,139.69222222222,(OCoLC)834683395,http://www.worldcat.org/oclc/834683395
封丝蔻黛莉小姐. Feng si kou dai li xiao jie.,封丝蔻黛莉小姐. Feng si kou dai li xiao jie.,(德)霍夫曼(Hoffmann&comma;E.T.A.)著 ; 张威廉&comma;韩世钟译. Huo fu man&comma;zhang wei lian&comma;han shi zhong.,,Huo fu man; Hoffmann&comma;E.T.A.; Zhang wei lian; et al.,Shanghai: Shang hai yi wen chu ban she,1988.9,,Shang hai yi wen chu ban she,Shanghai,<b>封丝蔻黛莉小姐.</b><br>Shanghai: Shang hai yi wen chu ban she 1988.9. Huo fu man; Hoffmann&comma;E.T.A.; Zhang wei lian; et al.,<a href="http://www.worldcat.org/oclc/299154954" target="_blank">(OCoLC)299154954</a>,,1988,a2a,CHN,chi,31.166666666667,121.46666666667,(OCoLC)299154954,http://www.worldcat.org/oclc/299154954
胡桃夹子和老鼠国王. Hu tao jia zi he lao shu guo wang.,胡桃夹子和老鼠国王. Hu tao jia zi he lao shu guo wang.,E.T.A. 霍夫曼原著 ; 莫里斯. 森达克绘画 ; 王敏编译. E.T.A.huo fu man yuan zhu ; mo li si.sen da ke hui hua ; wang min bian yi.,Huo guo ji an tu sheng jiang tu hua gu shi cong shu,Hoffmann&comma;E.T.A.; Sendak&comma;Maurice; Mo Li Si.Sen Da Ke; et al.,Nanning: Guang xi ren min chu ban she,1988,,Guang xi ren min chu ban she,Nanning,<b>胡桃夹子和老鼠国王.</b><br>Nanning: Guang xi ren min chu ban she 1988. Hoffmann&comma;E.T.A.; Sendak&comma;Maurice; Mo Li Si.Sen Da Ke; et al.,<a href="http://www.worldcat.org/oclc/945728853" target="_blank">(OCoLC)945728853</a>,,1988,NM,CHN,chi,22.81918,108.31501,(OCoLC)945728853,http://www.worldcat.org/oclc/945728853
A Princesa Pirlipat.,A Princesa Pirlipat.,Hoffmann.,Contos Clássicos Editora; 27,Hoffmann&comma;E.T.A.,Porto&comma;[kein Erscheinungsort]: Porto Editora,©1987,,Porto Editora,Porto&comma;[kein Erscheinungsort],<b>A Princesa Pirlipat.</b><br>Porto&comma;[kein Erscheinungsort]: Porto Editora ©1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/45427049" target="_blank">(OCoLC)45427049</a>,,1987,NM,PRT,por,41.149472222222,-8.6107777777778,(OCoLC)45427049,http://www.worldcat.org/oclc/45427049
Ausgewählte Werke. 1 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 1 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 1 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514431" target="_blank">(OCoLC)645514431</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514431,http://www.worldcat.org/oclc/645514431
Ausgewählte Werke. 2 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 2 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 2 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514446" target="_blank">(OCoLC)645514446</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514446,http://www.worldcat.org/oclc/645514446
Ausgewählte Werke. 3 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 3 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 3 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514464" target="_blank">(OCoLC)645514464</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514464,http://www.worldcat.org/oclc/645514464
Ausgewählte Werke. 4 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 4 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 4 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514481" target="_blank">(OCoLC)645514481</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514481,http://www.worldcat.org/oclc/645514481
Ausgewählte Werke. 5 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 5 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 5 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514495" target="_blank">(OCoLC)645514495</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514495,http://www.worldcat.org/oclc/645514495
Ausgewählte Werke. 6 (ca. 1987). ; in sechs Bänden. ,Ausgewählte Werke. 6 (ca. 1987). ; in sechs Bänden. ,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Augsburg: Weltbild-Bücherdienst,1987,,Weltbild-Bücherdienst,Augsburg,<b>Ausgewählte Werke.</b> 6 (ca. 1987). ; in sechs Bänden.<br>Augsburg: Weltbild-Bücherdienst 1987. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/645514512" target="_blank">(OCoLC)645514512</a>,,1987,a2a,DEU,ger,48.36888888888889,10.897777777777778,(OCoLC)645514512,http://www.worldcat.org/oclc/645514512
Az arany virágcserép ; Scuderi kisasszony.,Az arany virágcserép ; Scuderi kisasszony.,E.T.A. Hoffmann ; [ford. Gergely Ertzsébet ; az utószó Szeghalmi Elemér munkája].,Olcsó könyvtár (0133-1183),Hoffmann&comma;E.T.A.; Gergely Erzsébet; Szeghalmi Elemér,Budapest: Szépirodalmi Kvk.,1987,,Szépirodalmi Kvk.,Budapest,<b>Az arany virágcserép ; Scuderi kisasszony.</b><br>Budapest: Szépirodalmi Kvk. 1987. Hoffmann&comma;E.T.A.; Gergely Erzsébet; Szeghalmi Elemér.,<a href="http://www.worldcat.org/oclc/1081531320" target="_blank">(OCoLC)1081531320</a>,,1987,a2a,HUN,hun,47.498333333333,19.040833333333,(OCoLC)1081531320,http://www.worldcat.org/oclc/1081531320
Az arany viragcserep.,Az arany viragcserep.,E.T.A. Hoffmann ; forditotta Horvath Zoltan es Gergely Erzsebet ; az utoszo Szeghalmi Elemer munkaja.,Olcsó könyvtár&comma;(0133-1183),Hoffmann&comma;E.T.A.; Horvath&comma;Zoltan; Gergely&comma;Erzsebet; et al.,Budapest: Szépirodalmi Könyvkiadó,1987,4. kiadas.,Szépirodalmi Könyvkiadó,Budapest,<b>Az arany viragcserep.</b><br>Budapest: Szépirodalmi Könyvkiadó 1987. 4. kiadas. Hoffmann&comma;E.T.A.; Horvath&comma;Zoltan; Gergely&comma;Erzsebet; et al.,<a href="http://www.worldcat.org/oclc/895736268" target="_blank">(OCoLC)895736268</a>,,1987,GT,HUN,hun,47.498333333333,19.040833333333,(OCoLC)895736268,http://www.worldcat.org/oclc/895736268
Az arany virágcserép. Scuderi kisasszony.,Az arany virágcserép. Scuderi kisasszony.,E.T.A. Hoffmann ; [ford. Gergely Ertzsébet ; Horváth Zoltán ; az utószó Szeghalmi Elemér munkája].,Olcsó könyvtár (0133-1183); 892.],Hoffmann&comma;E.T.A.; Gergely Erzsébet; Szeghalmi Elemér; et al.,Budapest: Szépirodalmi Kvk.,1984,3. kiadás.,Szépirodalmi Kvk.,Budapest,<b>Az arany virágcserép.</b> Scuderi kisasszony.<br>Budapest: Szépirodalmi Kvk. 1984. 3. kiadás. Hoffmann&comma;E.T.A.; Gergely Erzsébet; Szeghalmi Elemér; et al.,<a href="http://www.worldcat.org/oclc/1081847252" target="_blank">(OCoLC)1081847252</a>,,1987,a2a,HUN,hun,47.498333333333,19.040833333333,(OCoLC)1081847252,http://www.worldcat.org/oclc/1081847252
